location,date,total_cases,new_cases
Peru,2022-01-17,2512789,0
Philippines,2022-01-17,3205304,0
Pitcairn,2022-01-17,0,0
Poland,2022-01-17,4314036,0
Portugal,2022-01-17,1932323,0
Puerto Rico,2022-01-17,444363,0
Qatar,2022-01-17,295221,0
Reunion,2022-01-17,102216,0
Romania,2022-01-17,1895833,0
Russia,2022-01-17,10803534,0
Rwanda,2022-01-17,124802,0
Saint Barthelemy,2022-01-17,2952,0
Saint Helena,2022-01-17,0,0
Saint Kitts and Nevis,2022-01-17,4882,0
Saint Lucia,2022-01-17,16969,0
Saint Martin (French part),2022-01-17,7517,0
Saint Pierre and Miquelon,2022-01-17,255,0
Saint Vincent and the Grenadines,2022-01-17,7298,0
Samoa,2022-01-17,2,0
San Marino,2022-01-17,10722,0
Sao Tome and Principe,2022-01-17,5495,0
Saudi Arabia,2022-01-17,609953,0
Senegal,2022-01-17,82271,0
Serbia,2022-01-17,1425147,0
Seychelles,2022-01-17,32194,0
Sierra Leone,2022-01-17,7529,0
Singapore,2022-01-17,291849,0
Sint Maarten (Dutch part),2022-01-17,8250,0
Slovakia,2022-01-17,879656,0
Slovenia,2022-01-17,538470,0
Solomon Islands,2022-01-17,25,0
Somalia,2022-01-17,24261,0
South Africa,2022-01-17,3556633,0
South America,2022-01-17,42967974,0
South Korea,2022-01-17,696030,0
South Sudan,2022-01-17,16522,0
Spain,2022-01-17,8742522,0
Sri Lanka,2022-01-17,596347,0
Sudan,2022-01-17,52330,0
Suriname,2022-01-17,62734,0
Sweden,2022-01-17,1615907,0
Switzerland,2022-01-17,1724607,0
Syria,2022-01-17,50674,0
Tajikistan,2022-01-17,17493,0
Tanzania,2022-01-17,32393,0
Thailand,2022-01-17,2324485,0
Togo,2022-01-17,35851,0
Tokelau,2022-01-17,0,0
Tonga,2022-01-17,1,0
Trinidad and Tobago,2022-01-17,99780,0
Tunisia,2022-01-17,780746,0
Turkey,2022-01-17,10403064,0
Turkmenistan,2022-01-17,0,0
Turks and Caicos Islands,2022-01-17,4956,0
Tuvalu,2022-01-17,0,0
Uganda,2022-01-17,158743,0
Ukraine,2022-01-17,3717255,0
United Arab Emirates,2022-01-17,802181,0
United Kingdom,2022-01-17,15910747,0
United States,2022-01-17,64924728,0
United States Virgin Islands,2022-01-17,13521,0
Upper-middle-income countries,2022-01-17,93117233,0
Uruguay,2022-01-17,490626,0
Uzbekistan,2022-01-17,124524,0
Vanuatu,2022-01-17,7,0
Vatican,2022-01-17,26,0
Venezuela,2022-01-17,452430,0
Vietnam,2022-01-17,2023546,0
Wallis and Futuna,2022-01-17,453,0
World,2022-01-17,328341671,0
Yemen,2022-01-17,10318,0
Zambia,2022-01-17,295028,0
Zimbabwe,2022-01-17,225934,0
Afghanistan,2022-01-16,158678,333
Africa,2022-01-16,10552975,287745
Albania,2022-01-16,228777,12091
Algeria,2022-01-16,225484,3742
American Samoa,2022-01-16,18,0
Andorra,2022-01-16,29888,3480
Angola,2022-01-16,93524,4749
Anguilla,2022-01-16,2040,263
Antigua and Barbuda,2022-01-16,5321,477
Argentina,2022-01-16,7240336,770687
Armenia,2022-01-16,347617,1762
Aruba,2022-01-16,29694,4440
Asia,2022-01-16,90068214,3437712
Australia,2022-01-16,1707359,462325
Austria,2022-01-16,1420424,101269
Azerbaijan,2022-01-16,624918,4239
Bahamas,2022-01-16,30254,3132
Bahrain,2022-01-16,305414,14536
Bangladesh,2022-01-16,1617711,24011
Barbados,2022-01-16,34691,3687
Belarus,2022-01-16,714295,6581
Belgium,2022-01-16,2457059,189412
Belize,2022-01-16,40612,4810
Benin,2022-01-16,26036,514
Bermuda,2022-01-16,8541,1350
Bhutan,2022-01-16,2928,147
Bolivia,2022-01-16,725459,72640
Bonaire Sint Eustatius and Saba,2022-01-16,5153,1041
Bosnia and Herzegovina,2022-01-16,314943,14469
Botswana,2022-01-16,239887,7455
Brazil,2022-01-16,22927203,476981
British Virgin Islands,2022-01-16,5255,1048
Brunei,2022-01-16,15881,247
Bulgaria,2022-01-16,818229,39528
Burkina Faso,2022-01-16,20249,613
Burundi,2022-01-16,36736,1236
Cambodia,2022-01-16,120796,175
Cameroon,2022-01-16,114113,2681
Canada,2022-01-16,2720411,238269
Cape Verde,2022-01-16,53987,4137
Cayman Islands,2022-01-16,12023,1405
Central African Republic,2022-01-16,13754,435
Chad,2022-01-16,6556,373
Chile,2022-01-16,1867101,41684
China,2022-01-16,136027,1876
Colombia,2022-01-16,5475904,207042
Comoros,2022-01-16,7745,151
Congo,2022-01-16,23244,826
Cook Islands,2022-01-16,0,0
Costa Rica,2022-01-16,609882,25335
Cote d'Ivoire,2022-01-16,79088,2356
Croatia,2022-01-16,811703,53431
Cuba,2022-01-16,995631,20944
Curacao,2022-01-16,31929,5941
Cyprus,2022-01-16,215609,22407
Czechia,2022-01-16,2649770,76148
Democratic Republic of Congo,2022-01-16,84197,1892
Denmark,2022-01-16,1105037,154800
Djibouti,2022-01-16,14841,757
Dominica,2022-01-16,7957,563
Dominican Republic,2022-01-16,494595,43410
East Timor,2022-01-16,19863,7
Ecuador,2022-01-16,602942,41657
Egypt,2022-01-16,398879,6934
El Salvador,2022-01-16,123577,1343
Equatorial Guinea,2022-01-16,15492,621
Eritrea,2022-01-16,8876,573
Estonia,2022-01-16,254115,15424
Eswatini,2022-01-16,67830,590
Ethiopia,2022-01-16,456279,12940
Europe,2022-01-16,105597868,8003028
European Union (27),2022-01-16,69086478,6666730
Falkland Islands,2022-01-16,85,0
Faroe Islands,2022-01-16,9769,2210
Fiji,2022-01-16,59456,1700
Finland,2022-01-16,494378,50478
France,2022-01-16,13538779,1961912
French Guiana,2022-01-16,67275,11295
French Polynesia,2022-01-16,47132,598
Gabon,2022-01-16,45152,1213
Gambia,2022-01-16,11572,330
Georgia,2022-01-16,995687,35813
Germany,2022-01-16,8046745,486124
Ghana,2022-01-16,154891,2162
Gibraltar,2022-01-16,10725,1007
Greece,2022-01-16,1673700,145818
Greenland,2022-01-16,7546,3047
Grenada,2022-01-16,9535,1866
Guadeloupe,2022-01-16,73660,13007
Guam,2022-01-16,17967,1949
Guatemala,2022-01-16,648947,13334
Guernsey,2022-01-16,10371,679
Guinea,2022-01-16,35602,929
Guinea-Bissau,2022-01-16,7034,340
Guyana,2022-01-16,49056,5827
Haiti,2022-01-16,27973,1166
High-income countries,2022-01-16,167233152,14794447
Honduras,2022-01-16,384077,2823
Hungary,2022-01-16,1327014,44057
Iceland,2022-01-16,40111,131
India,2022-01-16,37122164,1594160
Indonesia,2022-01-16,4271649,5454
Iran,2022-01-16,6218741,14224
Iraq,2022-01-16,2110683,13877
Ireland,2022-01-16,1082501,147583
Isle of Man,2022-01-16,19937,1156
Israel,2022-01-16,1813518,308975
Italy,2022-01-16,8549450,1268153
Jamaica,2022-01-16,110250,9194
Japan,2022-01-16,1879839,114235
Jersey,2022-01-16,26152,2375
Jordan,2022-01-16,1097474,20042
Kazakhstan,2022-01-16,1134598,54927
Kenya,2022-01-16,317324,6527
Kiribati,2022-01-16,0,0
Kosovo,2022-01-16,165320,2990
Kuwait,2022-01-16,460828,29908
Kyrgyzstan,2022-01-16,74853,4403
Laos,2022-01-16,124731,5851
Latvia,2022-01-16,303792,15943
Lebanon,2022-01-16,814631,45231
Lesotho,2022-01-16,31844,670
Liberia,2022-01-16,7193,118
Libya,2022-01-16,396452,3584
Liechtenstein,2022-01-16,7377,545
Lithuania,2022-01-16,577587,28303
Low-income countries,2022-01-16,1685971,51660
Lower-middle-income countries,2022-01-16,65949168,2444884
Luxembourg,2022-01-16,129048,13715
Madagascar,2022-01-16,55827,1726
Malawi,2022-01-16,82506,2793
Malaysia,2022-01-16,2808347,22128
Maldives,2022-01-16,103581,5529
Mali,2022-01-16,28321,3124
Malta,2022-01-16,63990,2968
Marshall Islands,2022-01-16,4,0
Martinique,2022-01-16,65380,13540
Mauritania,2022-01-16,54393,6288
Mauritius,2022-01-16,95810,2438
Mayotte,2022-01-16,33757,9086
Mexico,2022-01-16,4660484,406782
Micronesia (country),2022-01-16,0,0
Moldova,2022-01-16,387920,8019
Monaco,2022-01-16,6984,913
Mongolia,2022-01-16,741682,35696
Montenegro,2022-01-16,185971,0
Montserrat,2022-01-16,129,19
Morocco,2022-01-16,1043225,46104
Mozambique,2022-01-16,218797,9408
Myanmar,2022-01-16,533144,1082
Namibia,2022-01-16,154536,1710
Nauru,2022-01-16,0,0
Nepal,2022-01-16,853738,21149
Netherlands,2022-01-16,3648801,251885
New Caledonia,2022-01-16,13672,518
New Zealand,2022-01-16,14750,392
Nicaragua,2022-01-16,13589,0
Niger,2022-01-16,8366,405
Nigeria,2022-01-16,250628,2853
Niue,2022-01-16,0,0
North America,2022-01-16,77253283,6582043
North Korea,2022-01-16,0,0
North Macedonia,2022-01-16,245347,11094
Northern Mariana Islands,2022-01-16,3946,299
Norway,2022-01-16,515465,69632
Oceania,2022-01-16,1901357,467919
Oman,2022-01-16,311698,4349
Pakistan,2022-01-16,1320120,17634
Palau,2022-01-16,119,99
Palestine,2022-01-16,475686,3040
Panama,2022-01-16,558676,41231
Papua New Guinea,2022-01-16,36446,39
Paraguay,2022-01-16,494034,19697
Peru,2022-01-16,2512789,170239
Philippines,2022-01-16,3205304,239943
Pitcairn,2022-01-16,0,0
Poland,2022-01-16,4314036,99852
Portugal,2022-01-16,1932323,264007
Puerto Rico,2022-01-16,444363,53195
Qatar,2022-01-16,295221,28259
Reunion,2022-01-16,102216,16256
Romania,2022-01-16,1895833,56008
Russia,2022-01-16,10803534,152685
Rwanda,2022-01-16,124802,4428
Saint Barthelemy,2022-01-16,2952,502
Saint Helena,2022-01-16,0,0
Saint Kitts and Nevis,2022-01-16,4882,826
Saint Lucia,2022-01-16,16969,2315
Saint Martin (French part),2022-01-16,7517,2295
Saint Pierre and Miquelon,2022-01-16,255,142
Saint Vincent and the Grenadines,2022-01-16,7298,547
Samoa,2022-01-16,2,0
San Marino,2022-01-16,10722,1110
Sao Tome and Principe,2022-01-16,5495,760
Saudi Arabia,2022-01-16,609953,34660
Senegal,2022-01-16,82271,3647
Serbia,2022-01-16,1425147,82501
Seychelles,2022-01-16,32194,3936
Sierra Leone,2022-01-16,7529,124
Singapore,2022-01-16,291849,6202
Sint Maarten (Dutch part),2022-01-16,8250,2137
Slovakia,2022-01-16,879656,16694
Slovenia,2022-01-16,538470,45033
Solomon Islands,2022-01-16,25,0
Somalia,2022-01-16,24261,0
South Africa,2022-01-16,3556633,35121
South America,2022-01-16,42967974,1883258
South Korea,2022-01-16,696030,28644
South Sudan,2022-01-16,16522,312
Spain,2022-01-16,8742522,956506
Sri Lanka,2022-01-16,596347,4680
Sudan,2022-01-16,52330,3724
Suriname,2022-01-16,62734,5942
Sweden,2022-01-16,1615907,159272
Switzerland,2022-01-16,1724607,183977
Syria,2022-01-16,50674,192
Tajikistan,2022-01-16,17493,0
Tanzania,2022-01-16,32393,998
Thailand,2022-01-16,2324485,54935
Togo,2022-01-16,35851,1936
Tokelau,2022-01-16,0,0
Tonga,2022-01-16,1,0
Trinidad and Tobago,2022-01-16,99780,3225
Tunisia,2022-01-16,780746,39487
Turkey,2022-01-16,10403064,486339
Turkmenistan,2022-01-16,0,0
Turks and Caicos Islands,2022-01-16,4956,1076
Tuvalu,2022-01-16,0,0
Uganda,2022-01-16,158743,4165
Ukraine,2022-01-16,3717255,55088
United Arab Emirates,2022-01-16,802181,19315
United Kingdom,2022-01-16,15910747,723565
United States,2022-01-16,64924728,5650933
United States Virgin Islands,2022-01-16,13521,1383
Upper-middle-income countries,2022-01-16,93117233,3311595
Uruguay,2022-01-16,490626,53564
Uzbekistan,2022-01-16,124524,5392
Vanuatu,2022-01-16,7,0
Vatican,2022-01-16,26,0
Venezuela,2022-01-16,452430,6003
Vietnam,2022-01-16,2023546,123971
Wallis and Futuna,2022-01-16,453,0
World,2022-01-16,328341671,20661705
Yemen,2022-01-16,10318,140
Zambia,2022-01-16,295028,13452
Zimbabwe,2022-01-16,225934,4016
Afghanistan,2022-01-15,158345,0
Africa,2022-01-15,10265230,0
Albania,2022-01-15,216686,0
Algeria,2022-01-15,221742,0
American Samoa,2022-01-15,18,0
Andorra,2022-01-15,26408,0
Angola,2022-01-15,88775,0
Anguilla,2022-01-15,1777,0
Antigua and Barbuda,2022-01-15,4844,0
Argentina,2022-01-15,6469649,0
Armenia,2022-01-15,345855,0
Aruba,2022-01-15,25254,0
Asia,2022-01-15,86630502,0
Australia,2022-01-15,1245034,0
Austria,2022-01-15,1319155,0
Azerbaijan,2022-01-15,620679,0
Bahamas,2022-01-15,27122,0
Bahrain,2022-01-15,290878,0
Bangladesh,2022-01-15,1593700,0
Barbados,2022-01-15,31004,0
Belarus,2022-01-15,707714,0
Belgium,2022-01-15,2267647,0
Belize,2022-01-15,35802,0
Benin,2022-01-15,25522,0
Bermuda,2022-01-15,7191,0
Bhutan,2022-01-15,2781,0
Bolivia,2022-01-15,652819,0
Bonaire Sint Eustatius and Saba,2022-01-15,4112,0
Bosnia and Herzegovina,2022-01-15,300474,0
Botswana,2022-01-15,232432,0
Brazil,2022-01-15,22450222,0
British Virgin Islands,2022-01-15,4207,0
Brunei,2022-01-15,15634,0
Bulgaria,2022-01-15,778701,0
Burkina Faso,2022-01-15,19636,0
Burundi,2022-01-15,35500,0
Cambodia,2022-01-15,120621,0
Cameroon,2022-01-15,111432,0
Canada,2022-01-15,2482142,0
Cape Verde,2022-01-15,49850,0
Cayman Islands,2022-01-15,10618,0
Central African Republic,2022-01-15,13319,0
Chad,2022-01-15,6183,0
Chile,2022-01-15,1825417,0
China,2022-01-15,134151,0
Colombia,2022-01-15,5268862,0
Comoros,2022-01-15,7594,0
Congo,2022-01-15,22418,0
Cook Islands,2022-01-15,0,0
Costa Rica,2022-01-15,584547,0
Cote d'Ivoire,2022-01-15,76732,0
Croatia,2022-01-15,758272,0
Cuba,2022-01-15,974687,0
Curacao,2022-01-15,25988,0
Cyprus,2022-01-15,193202,0
Czechia,2022-01-15,2573622,0
Democratic Republic of Congo,2022-01-15,82305,0
Denmark,2022-01-15,950237,0
Djibouti,2022-01-15,14084,0
Dominica,2022-01-15,7394,0
Dominican Republic,2022-01-15,451185,0
East Timor,2022-01-15,19856,0
Ecuador,2022-01-15,561285,0
Egypt,2022-01-15,391945,0
El Salvador,2022-01-15,122234,0
Equatorial Guinea,2022-01-15,14871,0
Eritrea,2022-01-15,8303,0
Estonia,2022-01-15,238691,0
Eswatini,2022-01-15,67240,0
Ethiopia,2022-01-15,443339,0
Europe,2022-01-15,97594840,0
European Union (27),2022-01-15,62419748,0
Falkland Islands,2022-01-15,85,0
Faroe Islands,2022-01-15,7559,0
Fiji,2022-01-15,57756,0
Finland,2022-01-15,443900,0
France,2022-01-15,11576867,0
French Guiana,2022-01-15,55980,0
French Polynesia,2022-01-15,46534,0
Gabon,2022-01-15,43939,0
Gambia,2022-01-15,11242,0
Georgia,2022-01-15,959874,0
Germany,2022-01-15,7560621,0
Ghana,2022-01-15,152729,0
Gibraltar,2022-01-15,9718,0
Greece,2022-01-15,1527882,0
Greenland,2022-01-15,4499,0
Grenada,2022-01-15,7669,0
Guadeloupe,2022-01-15,60653,0
Guam,2022-01-15,16018,0
Guatemala,2022-01-15,635613,0
Guernsey,2022-01-15,9692,0
Guinea,2022-01-15,34673,0
Guinea-Bissau,2022-01-15,6694,0
Guyana,2022-01-15,43229,0
Haiti,2022-01-15,26807,0
High-income countries,2022-01-15,152438705,0
Honduras,2022-01-15,381254,0
Hungary,2022-01-15,1282957,0
Iceland,2022-01-15,39980,0
India,2022-01-15,35528004,0
Indonesia,2022-01-15,4266195,0
Iran,2022-01-15,6204517,0
Iraq,2022-01-15,2096806,0
Ireland,2022-01-15,934918,0
Isle of Man,2022-01-15,18781,0
Israel,2022-01-15,1504543,0
Italy,2022-01-15,7281297,0
Jamaica,2022-01-15,101056,0
Japan,2022-01-15,1765604,0
Jersey,2022-01-15,23777,0
Jordan,2022-01-15,1077432,0
Kazakhstan,2022-01-15,1079671,0
Kenya,2022-01-15,310797,0
Kiribati,2022-01-15,0,0
Kosovo,2022-01-15,162330,0
Kuwait,2022-01-15,430920,0
Kyrgyzstan,2022-01-15,70450,0
Laos,2022-01-15,118880,0
Latvia,2022-01-15,287849,0
Lebanon,2022-01-15,769400,0
Lesotho,2022-01-15,31174,0
Liberia,2022-01-15,7075,0
Libya,2022-01-15,392868,0
Liechtenstein,2022-01-15,6832,0
Lithuania,2022-01-15,549284,0
Low-income countries,2022-01-15,1634311,0
Lower-middle-income countries,2022-01-15,63504284,0
Luxembourg,2022-01-15,115333,0
Madagascar,2022-01-15,54101,0
Malawi,2022-01-15,79713,0
Malaysia,2022-01-15,2786219,0
Maldives,2022-01-15,98052,0
Mali,2022-01-15,25197,0
Malta,2022-01-15,61022,0
Marshall Islands,2022-01-15,4,0
Martinique,2022-01-15,51840,0
Mauritania,2022-01-15,48105,0
Mauritius,2022-01-15,93372,0
Mayotte,2022-01-15,24671,0
Mexico,2022-01-15,4253702,0
Micronesia (country),2022-01-15,0,0
Moldova,2022-01-15,379901,0
Monaco,2022-01-15,6071,0
Mongolia,2022-01-15,705986,0
Montenegro,2022-01-15,185971,0
Montserrat,2022-01-15,110,0
Morocco,2022-01-15,997121,0
Mozambique,2022-01-15,209389,0
Myanmar,2022-01-15,532062,0
Namibia,2022-01-15,152826,0
Nauru,2022-01-15,0,0
Nepal,2022-01-15,832589,0
Netherlands,2022-01-15,3396916,0
New Caledonia,2022-01-15,13154,0
New Zealand,2022-01-15,14358,0
Nicaragua,2022-01-15,13589,0
Niger,2022-01-15,7961,0
Nigeria,2022-01-15,247775,0
Niue,2022-01-15,0,0
North America,2022-01-15,70671240,0
North Korea,2022-01-15,0,0
North Macedonia,2022-01-15,234253,0
Northern Mariana Islands,2022-01-15,3647,0
Norway,2022-01-15,445833,0
Oceania,2022-01-15,1433438,0
Oman,2022-01-15,307349,0
Pakistan,2022-01-15,1302486,0
Palau,2022-01-15,20,0
Palestine,2022-01-15,472646,0
Panama,2022-01-15,517445,0
Papua New Guinea,2022-01-15,36407,0
Paraguay,2022-01-15,474337,0
Peru,2022-01-15,2342550,0
Philippines,2022-01-15,2965361,0
Pitcairn,2022-01-15,0,0
Poland,2022-01-15,4214184,0
Portugal,2022-01-15,1668316,0
Puerto Rico,2022-01-15,391168,0
Qatar,2022-01-15,266962,0
Reunion,2022-01-15,85960,0
Romania,2022-01-15,1839825,0
Russia,2022-01-15,10650849,0
Rwanda,2022-01-15,120374,0
Saint Barthelemy,2022-01-15,2450,0
Saint Helena,2022-01-15,0,0
Saint Kitts and Nevis,2022-01-15,4056,0
Saint Lucia,2022-01-15,14654,0
Saint Martin (French part),2022-01-15,5222,0
Saint Pierre and Miquelon,2022-01-15,113,0
Saint Vincent and the Grenadines,2022-01-15,6751,0
Samoa,2022-01-15,2,0
San Marino,2022-01-15,9612,0
Sao Tome and Principe,2022-01-15,4735,0
Saudi Arabia,2022-01-15,575293,0
Senegal,2022-01-15,78624,0
Serbia,2022-01-15,1342646,0
Seychelles,2022-01-15,28258,0
Sierra Leone,2022-01-15,7405,0
Singapore,2022-01-15,285647,0
Sint Maarten (Dutch part),2022-01-15,6113,0
Slovakia,2022-01-15,862962,0
Slovenia,2022-01-15,493437,0
Solomon Islands,2022-01-15,25,0
Somalia,2022-01-15,24261,0
South Africa,2022-01-15,3521512,0
South America,2022-01-15,41084716,0
South Korea,2022-01-15,667386,0
South Sudan,2022-01-15,16210,0
Spain,2022-01-15,7786016,0
Sri Lanka,2022-01-15,591667,0
Sudan,2022-01-15,48606,0
Suriname,2022-01-15,56792,0
Sweden,2022-01-15,1456635,0
Switzerland,2022-01-15,1540630,0
Syria,2022-01-15,50482,0
Tajikistan,2022-01-15,17493,0
Tanzania,2022-01-15,31395,0
Thailand,2022-01-15,2269550,0
Togo,2022-01-15,33915,0
Tokelau,2022-01-15,0,0
Tonga,2022-01-15,1,0
Trinidad and Tobago,2022-01-15,96555,0
Tunisia,2022-01-15,741259,0
Turkey,2022-01-15,9916725,0
Turkmenistan,2022-01-15,0,0
Turks and Caicos Islands,2022-01-15,3880,0
Tuvalu,2022-01-15,0,0
Uganda,2022-01-15,154578,0
Ukraine,2022-01-15,3662167,0
United Arab Emirates,2022-01-15,782866,0
United Kingdom,2022-01-15,15187182,0
United States,2022-01-15,59273795,0
United States Virgin Islands,2022-01-15,12138,0
Upper-middle-income countries,2022-01-15,89805638,0
Uruguay,2022-01-15,437062,0
Uzbekistan,2022-01-15,119132,0
Vanuatu,2022-01-15,7,0
Vatican,2022-01-15,26,0
Venezuela,2022-01-15,446427,0
Vietnam,2022-01-15,1899575,0
Wallis and Futuna,2022-01-15,453,0
World,2022-01-15,307679966,0
Yemen,2022-01-15,10178,0
Zambia,2022-01-15,281576,0
Zimbabwe,2022-01-15,221918,0
Afghanistan,2022-01-14,158345,0
Africa,2022-01-14,10265230,0
Albania,2022-01-14,216686,0
Algeria,2022-01-14,221742,0
American Samoa,2022-01-14,18,0
Andorra,2022-01-14,26408,0
Angola,2022-01-14,88775,0
Anguilla,2022-01-14,1777,0
Antigua and Barbuda,2022-01-14,4844,0
Argentina,2022-01-14,6469649,0
Armenia,2022-01-14,345855,0
Aruba,2022-01-14,25254,0
Asia,2022-01-14,86630502,0
Australia,2022-01-14,1245034,0
Austria,2022-01-14,1319155,0
Azerbaijan,2022-01-14,620679,0
Bahamas,2022-01-14,27122,0
Bahrain,2022-01-14,290878,0
Bangladesh,2022-01-14,1593700,0
Barbados,2022-01-14,31004,0
Belarus,2022-01-14,707714,0
Belgium,2022-01-14,2267647,0
Belize,2022-01-14,35802,0
Benin,2022-01-14,25522,0
Bermuda,2022-01-14,7191,0
Bhutan,2022-01-14,2781,0
Bolivia,2022-01-14,652819,0
Bonaire Sint Eustatius and Saba,2022-01-14,4112,0
Bosnia and Herzegovina,2022-01-14,300474,0
Botswana,2022-01-14,232432,0
Brazil,2022-01-14,22450222,0
British Virgin Islands,2022-01-14,4207,0
Brunei,2022-01-14,15634,0
Bulgaria,2022-01-14,778701,0
Burkina Faso,2022-01-14,19636,0
Burundi,2022-01-14,35500,0
Cambodia,2022-01-14,120621,0
Cameroon,2022-01-14,111432,0
Canada,2022-01-14,2482142,0
Cape Verde,2022-01-14,49850,0
Cayman Islands,2022-01-14,10618,0
Central African Republic,2022-01-14,13319,0
Chad,2022-01-14,6183,0
Chile,2022-01-14,1825417,0
China,2022-01-14,134151,0
Colombia,2022-01-14,5268862,0
Comoros,2022-01-14,7594,0
Congo,2022-01-14,22418,0
Cook Islands,2022-01-14,0,0
Costa Rica,2022-01-14,584547,0
Cote d'Ivoire,2022-01-14,76732,0
Croatia,2022-01-14,758272,0
Cuba,2022-01-14,974687,0
Curacao,2022-01-14,25988,0
Cyprus,2022-01-14,193202,0
Czechia,2022-01-14,2573622,0
Democratic Republic of Congo,2022-01-14,82305,0
Denmark,2022-01-14,950237,0
Djibouti,2022-01-14,14084,0
Dominica,2022-01-14,7394,0
Dominican Republic,2022-01-14,451185,0
East Timor,2022-01-14,19856,0
Ecuador,2022-01-14,561285,0
Egypt,2022-01-14,391945,0
El Salvador,2022-01-14,122234,0
Equatorial Guinea,2022-01-14,14871,0
Eritrea,2022-01-14,8303,0
Estonia,2022-01-14,238691,0
Eswatini,2022-01-14,67240,0
Ethiopia,2022-01-14,443339,0
Europe,2022-01-14,97594840,0
European Union (27),2022-01-14,62419748,0
Falkland Islands,2022-01-14,85,0
Faroe Islands,2022-01-14,7559,0
Fiji,2022-01-14,57756,0
Finland,2022-01-14,443900,0
France,2022-01-14,11576867,0
French Guiana,2022-01-14,55980,0
French Polynesia,2022-01-14,46534,0
Gabon,2022-01-14,43939,0
Gambia,2022-01-14,11242,0
Georgia,2022-01-14,959874,0
Germany,2022-01-14,7560621,0
Ghana,2022-01-14,152729,0
Gibraltar,2022-01-14,9718,0
Greece,2022-01-14,1527882,0
Greenland,2022-01-14,4499,0
Grenada,2022-01-14,7669,0
Guadeloupe,2022-01-14,60653,0
Guam,2022-01-14,16018,0
Guatemala,2022-01-14,635613,0
Guernsey,2022-01-14,9692,0
Guinea,2022-01-14,34673,0
Guinea-Bissau,2022-01-14,6694,0
Guyana,2022-01-14,43229,0
Haiti,2022-01-14,26807,0
High-income countries,2022-01-14,152438705,0
Honduras,2022-01-14,381254,0
Hungary,2022-01-14,1282957,0
Iceland,2022-01-14,39980,0
India,2022-01-14,35528004,0
Indonesia,2022-01-14,4266195,0
Iran,2022-01-14,6204517,0
Iraq,2022-01-14,2096806,0
Ireland,2022-01-14,934918,0
Isle of Man,2022-01-14,18781,0
Israel,2022-01-14,1504543,0
Italy,2022-01-14,7281297,0
Jamaica,2022-01-14,101056,0
Japan,2022-01-14,1765604,0
Jersey,2022-01-14,23777,0
Jordan,2022-01-14,1077432,0
Kazakhstan,2022-01-14,1079671,0
Kenya,2022-01-14,310797,0
Kiribati,2022-01-14,0,0
Kosovo,2022-01-14,162330,0
Kuwait,2022-01-14,430920,0
Kyrgyzstan,2022-01-14,70450,0
Laos,2022-01-14,118880,0
Latvia,2022-01-14,287849,0
Lebanon,2022-01-14,769400,0
Lesotho,2022-01-14,31174,0
Liberia,2022-01-14,7075,0
Libya,2022-01-14,392868,0
Liechtenstein,2022-01-14,6832,0
Lithuania,2022-01-14,549284,0
Low-income countries,2022-01-14,1634311,0
Lower-middle-income countries,2022-01-14,63504284,0
Luxembourg,2022-01-14,115333,0
Madagascar,2022-01-14,54101,0
Malawi,2022-01-14,79713,0
Malaysia,2022-01-14,2786219,0
Maldives,2022-01-14,98052,0
Mali,2022-01-14,25197,0
Malta,2022-01-14,61022,0
Marshall Islands,2022-01-14,4,0
Martinique,2022-01-14,51840,0
Mauritania,2022-01-14,48105,0
Mauritius,2022-01-14,93372,0
Mayotte,2022-01-14,24671,0
Mexico,2022-01-14,4253702,0
Micronesia (country),2022-01-14,0,0
Moldova,2022-01-14,379901,0
Monaco,2022-01-14,6071,0
Mongolia,2022-01-14,705986,0
